offspring_table,fitness
offspring_28_17,82.06124665
offspring_28_18,81.16720208
offspring_28_19,82.06124665
offspring_28_20,73.94079052
offspring_28_21,73.7520047
offspring_28_22,76.43494258
offspring_28_23,75.23870206
offspring_28_24,78.88055761
offspring_28_25,79.6591053
offspring_28_26,82.54723311
offspring_28_27,75.86451021
offspring_28_28,78.03025551
offspring_28_29,80.56410937
offspring_28_30,82.54723311
offspring_28_31,80.18454617
offspring_29_0,85.26144923
offspring_29_1,82.54723311
offspring_29_2,82.54723311
offspring_29_3,82.54723311
offspring_29_4,82.54723311
offspring_29_5,82.08995108
offspring_29_6,82.06124665
offspring_29_7,81.44679622
offspring_29_8,79.6591053
offspring_29_9,73.7886007
offspring_29_10,82.06124665
offspring_29_11,82.38944458
offspring_29_12,80.56410937
offspring_29_13,81.50702991
offspring_29_14,76.43494258
offspring_29_15,73.7520047
offspring_29_16,77.28022821
offspring_29_17,78.46070228
offspring_29_18,80.39577968
offspring_29_19,74.88528255
offspring_29_20,82.34668258
offspring_29_21,78.53963657
offspring_29_22,71.89926437
offspring_29_23,77.40625748
offspring_29_24,82.11651415
offspring_29_25,76.35811606
offspring_29_26,78.64287465
offspring_29_27,80.37621587
offspring_29_28,76.76108195
offspring_29_29,79.23782463
offspring_29_30,83.86346375
offspring_29_31,84.62232604
offspring_30_0,85.26144923
offspring_30_1,84.62232604
offspring_30_2,83.86346375
offspring_30_3,82.54723311
offspring_30_4,82.54723311
offspring_30_5,82.54723311
offspring_30_6,82.54723311
offspring_30_7,82.06124665
offspring_30_8,73.7886007
offspring_30_9,82.11651415
offspring_30_10,79.23782463
offspring_30_11,80.52272244
offspring_30_12,82.08995108
offspring_30_13,84.43246647
offspring_30_14,73.7520047
offspring_30_15,78.64287465
offspring_30_16,82.38944458
offspring_30_17,82.38944458
offspring_30_18,79.15824903
offspring_30_19,81.41037548
offspring_30_20,82.54723311
offspring_30_21,81.91596363
offspring_30_22,74.51931966
offspring_30_23,81.6305277
offspring_30_24,81.64754317
offspring_30_25,84.47767987
offspring_30_26,84.70436977
offspring_30_27,82.12660613
offspring_30_28,74.06147654
offspring_30_29,77.67082598
offspring_30_30,81.43503152
offspring_30_31,86.69735995
offspring_31_0,86.69735995
offspring_31_1,85.26144923
offspring_31_2,84.70436977
